Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron
2018-05-13,Snack,34.1,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,8.2,0.0,6.1,0.3,0.0,0.0,0.0,0.0
2018-05-13,Pre/postworkout,359.9,3.9,2.0,0.2,0.7,0.0,10.0,201.7,778.0,48.2,4.7,32.9,37.4,1.9,28.2,39.1,2.6
2018-05-14,Lunch,532.0,25.2,9.1,6.0,1.8,0.0,384.0,324.8,176.0,28.7,23.1,21.2,41.1,32.5,0.0,10.3,28.0
2018-05-14,Dinner,516.3,21.1,4.8,0.2,0.3,0.0,0.0,30.2,0.0,46.6,4.2,7.7,34.6,0.0,0.0,1.8,0.0
2018-05-14,Snack,295.7,0.5,0.0,0.1,0.1,0.0,0.0,2.1,344.0,76.6,12.8,55.0,2.3,8.8,134.8,14.4,4.5
2018-05-14,Pre/postworkout,619.3,6.7,3.7,0.2,0.1,0.0,0.0,161.2,714.0,66.0,5.6,49.2,74.8,6.0,29.0,65.0,2.0
2018-05-15,Lunch,702.6,37.0,6.9,0.0,0.0,0.0,0.0,152.0,0.0,29.4,29.1,28.8,47.0,0.0,0.0,0.0,0.0
2018-05-15,Dinner,639.3,4.5,1.3,0.5,1.6,0.0,0.0,326.6,1075.4,64.9,9.1,35.9,86.4,223.5,49.5,45.5,7.6
2018-05-15,Snack,165.5,0.2,0.0,0.1,0.1,0.0,0.0,1.5,344.0,44.8,9.7,30.6,0.5,2.8,18.8,9.4,3.5
2018-05-16,Lunch,532.0,25.2,9.1,6.0,1.8,0.0,384.0,324.8,176.0,28.7,23.1,21.2,41.1,32.5,0.0,10.3,28.0
2018-05-16,Dinner,903.2,31.0,14.0,2.3,7.3,0.0,0.0,882.5,900.0,58.0,10.5,18.9,90.5,3.1,23.1,40.6,0.0
2018-05-16,Snack,243.4,0.7,0.1,0.3,0.1,0.0,0.0,132.6,952.0,63.0,15.0,39.6,2.3,637.6,37.5,15.7,6.7
2018-05-16,Pre/postworkout,330.0,3.4,1.7,0.2,0.5,0.0,8.6,173.5,710.4,42.7,4.0,28.6,36.1,1.7,23.4,34.9,2.2
2018-05-17,Lunch,710.8,39.7,9.7,0.0,0.0,0.0,0.0,592.5,0.0,42.0,0.0,0.0,42.4,0.0,0.0,0.0,0.0
2018-05-17,Dinner,838.8,17.1,0.9,1.8,2.6,0.0,6.6,265.5,18.4,42.1,0.3,1.7,30.2,0.0,0.0,0.4,0.4
2018-05-17,Snack,258.2,11.6,1.4,0.0,0.0,0.0,0.0,7.8,84.5,31.6,4.8,14.5,5.0,0.0,4.9,0.9,4.6
2018-05-22,Lunch,645.0,30.2,6.6,6.0,1.8,0.0,384.0,1744.0,476.0,43.7,53.1,27.3,44.1,32.5,0.0,10.3,28.0
2018-05-22,Dinner,860.7,28.0,9.6,0.3,0.0,0.0,0.0,236.3,1025.0,77.7,8.7,19.3,63.3,837.2,26.5,36.2,4.2
2018-05-22,Snack,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
2018-05-22,Pre/postworkout,446.7,15.8,3.9,2.1,8.6,0.0,10.0,254.2,620.7,35.7,3.5,20.5,38.4,1.1,12.2,30.4,1.2
2018-05-23,Lunch,529.5,24.7,6.6,6.0,1.8,0.0,384.0,999.0,176.0,28.7,23.6,20.8,41.1,32.5,0.0,10.3,28.0
2018-05-23,Dinner,413.1,23.9,2.3,0.0,0.0,0.0,1.9,448.0,476.9,57.3,33.9,7.1,25.5,0.0,1.3,6.0,0.0
2018-05-23,Snack,639.0,5.9,2.4,0.2,0.1,0.0,0.0,151.0,114.0,23.7,26.7,17.3,20.8,1.0,24.0,0.0,2.0
2018-05-24,Lunch,761.8,27.4,8.4,0.0,0.0,0.0,0.0,888.5,0.0,55.7,23.1,3.8,32.5,0.0,0.0,0.0,0.0
2018-05-24,Dinner,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-24,Snack,243.0,4.8,1.9,0.0,0.0,0.0,0.0,350.0,0.0,18.5,22.7,3.1,20.3,0.0,0.0,0.0,0.0
2018-05-25,Lunch,665.0,21.0,10.0,0.0,0.0,0.5,0.0,1315.0,0.0,80.5,0.0,5.5,30.5,0.0,0.0,0.0,0.0
2018-05-25,Dinner,748.1,24.4,2.3,0.2,0.1,0.0,1.9,449.0,590.9,78.3,37.5,22.1,26.6,1.0,25.3,6.0,2.0
2018-05-25,Snack,459.0,6.5,0.7,0.2,0.1,0.0,0.0,1.0,399.0,36.2,6.5,30.4,5.0,12.0,40.0,1.0,4.0
2018-05-25,Pre/postworkout,249.0,5.4,2.4,0.0,0.0,0.0,0.0,150.0,0.0,18.7,25.1,14.3,20.7,0.0,0.0,0.0,0.0
2018-05-26,Breakfast,92.0,3.0,1.8,0.0,0.6,0.0,10.0,200.0,320.0,9.6,0.0,9.6,6.8,0.0,0.0,30.0,0.0
2018-05-26,Lunch,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-26,Dinner,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,1.9,0.0,0.0,0.0,0.0
2018-05-26,Snack,486.0,24.6,5.2,1.9,15.1,0.0,0.0,150.5,342.0,35.6,28.7,26.2,22.9,11.9,52.8,28.3,3.0
2018-05-27,Lunch,869.0,2.3,1.4,0.0,0.4,0.0,7.5,150.0,240.0,7.2,0.0,7.2,5.1,0.0,0.0,22.5,0.0
2018-05-27,Dinner,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-27,Snack,555.9,37.4,13.3,7.6,15.5,0.0,0.0,476.8,282.2,44.0,3.2,32.3,12.6,0.0,0.0,2.8,0.0
2018-05-28,Breakfast,99.0,5.4,3.9,0.0,0.0,0.0,0.0,66.0,0.0,7.1,0.0,7.1,5.3,0.0,0.0,22.5,0.0
2018-05-28,Lunch,443.5,25.0,4.3,6.4,1.8,0.0,384.0,480.0,1344.0,34.8,5.7,12.8,26.3,33.2,39.7,14.2,51.8
2018-05-28,Dinner,563.8,31.2,3.7,9.0,7.3,0.0,0.0,72.7,505.3,43.8,18.0,10.4,29.6,151.0,7.8,4.0,26.6
2018-05-28,Snack,648.8,5.6,0.7,1.7,1.4,0.0,0.0,101.0,684.0,106.0,21.6,74.5,46.5,13.6,180.1,58.2,7.8
2018-05-28,Pre/postworkout,289.2,3.4,1.9,0.1,0.6,0.0,10.0,201.1,678.0,32.9,2.6,21.9,34.4,1.3,14.5,30.5,1.4
2018-05-29,Lunch,571.5,25.4,6.8,6.1,1.8,0.0,384.0,728.0,708.0,35.2,28.8,11.9,42.5,33.2,33.3,14.5,50.1
2018-05-29,Dinner,1089.9,32.4,11.4,2.1,1.7,0.0,5.0,209.6,1482.0,90.1,15.5,52.9,77.1,64.6,64.4,68.5,52.1
2018-05-29,Snack,142.5,3.3,1.8,0.0,0.0,0.0,6.0,37.5,0.0,28.3,3.9,20.3,2.0,7.5,145.0,6.3,2.8
2018-05-30,Lunch,531.5,20.9,6.8,6.1,1.8,0.0,384.0,728.0,708.0,35.2,28.8,11.9,42.5,33.2,33.3,14.5,50.1
2018-05-30,Dinner,985.5,36.2,12.0,14.1,5.8,0.0,0.0,981.1,400.0,69.6,28.1,12.1,91.2,3.1,3.1,43.9,2.5
2018-05-30,Snack,202.4,12.8,1.9,1.6,8.4,0.0,0.0,6.0,424.8,22.6,9.1,12.8,2.9,8.4,130.4,5.6,3.4
2018-05-30,Pre/postworkout,289.2,3.4,1.9,0.1,0.6,0.0,10.0,201.1,678.0,32.9,2.6,21.9,34.4,1.3,14.5,30.5,1.4
2018-05-31,Lunch,531.5,20.9,6.8,6.1,1.8,0.0,384.0,728.0,708.0,35.2,28.8,11.9,42.5,33.2,33.3,14.5,50.1
2018-05-31,Dinner,1238.8,13.0,3.5,0.4,0.3,0.0,0.0,1149.0,253.3,125.6,29.5,9.3,55.9,6.7,16.1,5.0,6.6
2018-05-31,Snack,224.4,1.7,0.2,0.6,0.5,0.0,0.0,100.0,385.0,12.1,1.4,10.0,39.9,3.1,3.1,41.9,1.0
2018-06-01,Lunch,734.9,20.1,4.0,4.5,2.2,0.0,192.0,287.0,863.0,51.9,7.4,44.5,84.3,22.6,6.3,89.7,16.5
2018-06-01,Dinner,609.0,20.0,4.1,11.3,4.1,0.0,192.0,220.1,1352.0,75.5,18.7,15.7,38.2,66.1,594.7,23.9,30.2
2018-06-01,Snack,122.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,3.1,12.2,1.7,6.0,116.0,5.0,1.0
